
1267,'Yes' Optus,Sydney,2020-06-14T12:56:04.351771Z,1.0114354937553816,80.295,20831185.398999438,4368274.061458156,,175.37.52.171
5666,Exetel,Sydney,2020-06-14T12:57:04.068956Z,1.0114354937553816,80.723,16965251.656674802,3685602.3963356917,,175.37.52.171













2629,Telstra,Sydney,2020-06-14T13:18:06.145174Z,1.0114354937553816,88.997,24483493.332131766,4355492.67756836,,175.37.52.171
1267,'Yes' Optus,Sydney,2020-06-14T13:19:04.560689Z,1.0114354937553816,79.213,20940597.3660076,4153738.0474328515,,175.37.52.171
